Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,Y12,Y13,Y14,Y15,Y16,Y17,Y18,Y19,Y20,Y21,Y22,Y23,Y24,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V12R,V13,V14,V14R,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37
1.4,11.0899528062386,15.9303532738269,0.413608392864683,1.90345820997763,1.53626257681885e-06,0.114034125873293,0.368439051745953,0.145621873145976,244.566490069906,0.0358549811024184,20.3096221380629,7.84032472351132,1188.59008312629,0.000359829023126793,3.36214046155965e-07,0.0149766470115999,9.76267303559664e-05,0.00460706641465883,168659.69817174,6.31608382024408e-60,8741783.65278996,0.00126275134973595,12432096.5982844,0.213440235261741,0.213440235261741,0.154483705461447,0.105115569781939,1.19655756256764e-05,1.1887171518718e-05,0.058956529800294,0.049368135679508,0.105103604206314,7.84041069583217e-08,1.1887171518718e-05,0.0575547696263922,0.000284802644872526,0.0572699669815197,0.0575764944323576,0.000306527450837951,0.106489573537892,0,0.00168656281877431,0.000148529123135993,0.211593177744205,0,0,0.000148529123135993,0.0151102627065771,0.0150987537878568,0.00168656281877431,0,0.196631444160764,1.15089187202924e-05,0.0150987537878568,7.21065871586846e-58,0.109211159546131,0.109222668464851,0.00168656281877431,0.0874202846146336,0.124321422252708,0,0
1.4,13.0263769756015,16.3360135694172,0.396821759241418,1.47217475873446,1.47943287762353e-06,0.0715786231462047,0.281896629553988,0.155636934017049,170.858932893824,0.0492354223504705,21.8816899779423,8.37758578688373,1016.78451864947,0.000226845914809383,5.30636063102694e-07,0.0132399533542252,9.72433564984948e-05,0.00327383631426033,131787.804459086,3.88139561732609e-178,11150155.1368147,0.00137141320248509,11872366.1555279,0.23155550234563,0.23155550234563,0.166085230456324,0.0895902206957705,1.02524117220972e-05,1.01686352522606e-05,0.0654702718893068,0.0764950097605531,0.0895799682840484,8.37764698366277e-08,1.01686352522606e-05,0.064586209750132,0.000433801546442745,0.0641524082036892,0.0647901387374863,0.000637730533797077,0.140439194797778,0,0.00131786368561753,0.000208223166464075,0.230019163081827,0,0,0.000208223166464075,0.0133726745108875,0.0133584662971651,0.00131786368561753,0,0.216854711737403,1.4208213722473e-05,0.0133584662971651,3.93614022782434e-176,0.105351284722646,0.105365492936369,0.00131786368561753,0.111503427014757,0.118723959233534,0,1.73472347597681e-18
1.4,11.6407617959144,17.6427469767294,0.391063065186894,1.74083735517682,1.53517313355359e-06,0.111675954435097,0.323711084618015,0.130165935445445,204.017395181343,0.0390515283831641,23.937294727463,9.67435037583033,1349.62877637172,0.000319295779455212,3.37693831998987e-07,0.0173378556962116,0.000114017037486364,0.00592594486628061,155308.28723791,2.9441886948901e-199,10518570.4694841,0.00131586212937659,14935817.5672498,0.256113078132296,0.256113078132296,0.195480205815041,0.112934404440331,1.35942558436559e-05,1.34975115726146e-05,0.0606328723172547,0.0825458013747107,0.112920810184487,9.67442710413458e-08,1.34975115726146e-05,0.0593795074628853,0.000299693044645366,0.0590798144182399,0.0594692838790314,0.00038946946079156,0.141456097602083,0,0.00155305789901481,0.000169518190868037,0.25437690778657,0,0,0.000169518190868037,0.0200485101211874,0.020034561947887,0.00155305789901481,0,0.23449791585625,1.39481733003907e-05,0.020034561947887,3.81874763619984e-197,0.129310079103827,0.129324027277127,0.00155305789901481,0.105187836752424,0.149358589225014,-2.77555756156289e-17,3.46944695195361e-18
1.4,11.3714373617897,12.8083604938863,0.395711199909041,2.09369998531955,1.42870585357233e-06,0.105825054604946,0.396929552086656,0.173865720215041,271.680144350473,0.0310438625797988,15.5330261828785,5.04210216069569,978.622248736232,0.000449951798855923,3.39703046275813e-07,0.0138797908213377,7.77062619737808e-05,0.00363621240669857,187778.5394143,1.74317369918727e-80,8158891.54014776,0.00106294323286245,9204713.10890949,0.175526736752125,0.175526736752125,0.112725765722581,0.0890598404821773,9.83784166373433e-06,9.78741992507842e-06,0.062800971029544,0.0236659252404033,0.0890500026405135,5.04217386559076e-08,9.78741992507842e-06,0.0612643182566768,0.000341095244149645,0.0609232230125271,0.0611803611429231,0.000257138130395948,0.0844562326292733,0,0.00187774801701687,0.00013291562365714,0.173506235269787,0,0,0.00013291562365714,0.0106504180752601,0.0106422616388452,0.00187774801701687,0,0.162988732818184,8.15643641482223e-06,0.0106422616388452,1.76216633201965e-78,0.0813971297889837,0.0814052862253987,0.00187774801701687,0.0815916030292002,0.092047547864244,0,0
1.4,10.0633651572516,15.4038564120212,0.391936911347117,1.87000278514607,1.39616296440456e-06,0.153807105261195,0.367968789245375,0.141239142109236,243.814333829635,0.0336286859029552,19.6344948404215,7.76762708791972,1243.45404878768,0.000415787072856914,2.95495612360767e-07,0.0168148993496665,9.71730224062381e-05,0.00568691668525614,181754.273444446,0,9024250.81200703,0.00114943024564491,13175667.1799897,0.223832085681154,0.223832085681154,0.161893135803086,0.114684369224731,1.2513884313554e-05,1.2436207238934e-05,0.0619389498780685,0.0472087665783546,0.114671855340417,7.76770746199387e-08,1.24362072389341e-05,0.0604135201063328,0.000292077967239992,0.0601214421390928,0.0604210896911377,0.000299647552044919,0.107179894066063,0,0.00181750773897566,0.000150314651384689,0.22185174940648,0,0,0.000150314651384689,0.0173124119056507,0.0173017282806363,0.00181750773897566,0,0.204689652152214,1.06836250143847e-05,0.0173017282806363,0,0.114444726150322,0.114455409775336,0.00181750773897566,0.0902449260018925,0.131757138055972,2.77555756156289e-17,3.46944695195361e-18
1.4,13.5241182217633,17.4219886942394,0.416684878235285,1.91677962138579,1.46126700622787e-06,0.116410838920011,0.354147275102217,0.125929345389904,231.058570434857,0.0394371947373293,22.3770881026805,8.79458729973012,1270.66993228923,0.000393642445686791,3.55012532681779e-07,0.0186365855503261,0.000102978820472761,0.00581152320901699,174954.657956188,9.59327454900367e-62,12086955.0373533,0.00112243281074687,12702329.8848843,0.249657973812882,0.249657973812882,0.19127603457281,0.119018775747355,1.27959254609375e-05,1.27079787895929e-05,0.0583819392400722,0.0722572588254546,0.119005979821895,8.79466713445274e-08,1.27079787895929e-05,0.0568884279183127,0.00025600046777366,0.056632427450539,0.0569735959577161,0.000341168507177113,0.128713392206424,0,0.0017495117895332,0.000176294069569593,0.247719372028319,0,0,0.000176294069569593,0.0179127621424068,0.0179012507695114,0.0017495117895332,0,0.229982903955481,1.15113728954584e-05,0.0179012507695114,1.23086319862361e-59,0.109110884437325,0.109122395810221,0.0017495117895332,0.120872019518156,0.127023646579732,0,3.46944695195361e-18
1.4,1.71629730225849,3.19533516175774,0.114978059952201,0.260533967973879,2.35956783102189e-07,0.0138234894927797,0.144432780078242,0.0714447537915533,75.9172988431668,0.0184450545250235,4.58692929472302,1.02427527167254,140.580285238617,0.000178760183434533,2.63216752691361e-07,0.00481379399231426,3.06069757338876e-05,0.00117001873472402,77722.593556948,-3.01500115758428e-48,0.424347723721155,0.000902448933595808,6376440.94636738,0.0645439093900054,0.0645439093900054,0.0340637070108726,0.0225527618269514,1.41619451392307e-06,1.40595168400565e-06,0.0304802023791328,0.0115109451839212,0.0225513456324375,1.02428299174206e-08,1.40595168400565e-06,0.0298827141917189,0.000179733140185855,0.0297029810515331,0.0299174262688103,0.000214445217277204,0.0411241785885295,0,0.000777221327599724,8.97476469247762e-05,0.0636755242209669,0,0,8.97476469247762e-05,0.00365041607123597,0.00364706927731144,0.000777221327599724,0,0.0601148557966558,3.34679392452727e-06,0.00364706927731144,-2.65194391325799e-46,0.0601148557966558,0.0601182025905803,0.000777221327599724,0,0.0637652718678917,-6.93889390390723e-18,0
1.4,1.57572178653835,3.6177356926027,0.0977834196883646,0.2314712579168,2.06088223051233e-07,0.0135135837785766,0.109086680303487,0.0470237253115447,55.5822675036401,0.0182982331791407,5.06444511621158,1.25533751112325,176.341995693839,0.000127283649335834,2.13799134957365e-07,0.00495440725105777,3.1076827806347e-05,0.00136811526934401,69050.915897578,3.30799311323431e-49,0.224370156246085,0.000806242498620572,8245532.20719398,0.0831482683462836,0.0831482683462836,0.0545962348680317,0.0275489788462189,1.77611560141184e-06,1.76356217588149e-06,0.0285520334782519,0.0270472560218128,0.0275472027306175,1.25534255303425e-08,1.76356217588149e-06,0.0280088974043005,0.000147369784904227,0.0278615276193962,0.0281236443034926,0.000262116684096358,0.0548040683649075,0,0.000690505858855667,0.000104715276301549,0.082351271095525,0,0,0.000104715276301549,0.00532270257611008,0.0053184626476662,0.000690505858855667,0,0.0771332837957164,4.23992844387571e-06,0.0053184626476662,4.17868413695313e-47,0.0771332837957164,0.0771375237241603,0.000690505858855667,-1.38777878078145e-17,0.0824559863718265,-1.38777878078145e-17,0
1.4,2.09185510538015,2.14140137738521,0.0896921766398588,0.167008587877588,1.76237843317014e-07,0.00707439830982451,0.137631683293881,0.0821437790690626,72.3563822104168,0.0188781587582066,3.4435617081183,0.579369850100463,70.2385130122904,0.000118853472339271,3.60238902391379e-07,0.00258801381831666,1.9986265815526e-05,0.000396383829456483,66259.433982783,5.04207670674043e-62,0.207933034427349,0.000935259369225764,4326928.71832145,0.0439333904095314,0.0439333904095314,0.0174057902605995,0.0117709752922202,7.08256802322042e-07,7.02463044679753e-07,0.0265276001489319,0.00563481496837928,0.0117702670354179,5.79375764228878e-09,7.02463044679753e-07,0.0260493176633462,0.000184308786533245,0.025865008876813,0.0260723802011842,0.000207371324371213,0.031417648899475,0,0.000662591272118937,8.21749457172871e-05,0.0431879159348929,0,0,8.21749457172871e-05,0.0015959355989089,0.00159313344726226,0.000662591272118937,0,0.0416741552817013,2.80215164664553e-06,0.00159313344726226,2.9669370948428e-60,0.0416741552817013,0.0416769574333479,0.000662591272118937,0,0.0432700908806102,-6.93889390390723e-18,6.50521303491303e-19
1.4,12.0220057342391,11.8450551139708,0.399132829751721,3.90136274592603,2.25652987823438e-06,0.224395470354181,0.581165330546546,0.225500721072345,517.782063461886,0.0438760107168419,17.2818314018668,3.92371539354101,1441.16749268125,0.000702905978398416,4.76783230633469e-07,0.0162847921921938,9.17289522766769e-05,0.00464206393053648,254384.953578187,-1.20771525893072e-85,8542998.29758665,0.00111118229245263,9106226.71707035,0.179056090072244,0.179056090072244,0.101013692943923,0.0837535403827489,1.4453539934406e-05,1.4414301738269e-05,0.0780423971283198,0.0172601525611745,0.0837390868428144,3.92381961370301e-08,1.4414301738269e-05,0.0758673014566183,0.000368669332992152,0.0754986321236262,0.0758160945438793,0.000317462420252908,0.0925848530320463,0,0.00254376500469481,0.000173931652754123,0.176323939874861,0,0,0.000173931652754124,0.0117214422026187,0.0117130920207385,0.00254376500469481,0,0.164776429324996,8.3501818801807e-06,0.0117130920207385,-1.13828462001886e-83,0.0793415692584636,0.0793499194406039,0.00254376500469481,0.0854348600665327,0.0910630114613424,0,1.38777878078145e-17
