Row,LigninContent,SGratio,Ssubunits,Gsubunits,Hsubunits,PBcontent,CLratio,Aldehydes,betaO4,beta5,betabeta,beta1,Endgroups,HeightRate,DiameterRate,VolumeRate,Glucose,Xylose,TotalSugar,Relativedensity,MOE,Glucoseunpretreated,Xyloseunpretreated,Glucosepretreated,Xylosepretreated
NSF5_i19.15.1,21.44567184,2.26,66.1,29.2,4.7,3.5,3.658160757,0.0,85.9,3.8,7.5,2.8,6.1,-41.5,,,58.02734939999999,15.5053878,78.45171513,,,30.22988329,11.55017871,53.52648419,47.25067244
NSF5_i19.15.2,21.32867825,,,,,,3.3795152660000003,,,,,,,-46.0,,,53.665081900000004,13.9633991,72.08059376,,,31.08576268,12.81421513,50.22595521,47.7204723
NSF5_i19.15.3,21.63421825,,,,,,3.42778279,,,,,,,-41.0,,,52.98859,16.2761208,74.15740099,,,26.21224683,11.89656936,52.32975627,48.72659829
NSF5_i29.H.1,20.33465797,1.18,54.0,45.9,0.2,4.1,3.5463762589999996,6.0,84.1,6.5,6.5,2.8,7.9,109.0,0.35,92.73097942,50.897569299999994,17.017232,72.11434827,,2435.697,39.86752271,14.29374648,47.28339748,36.33493391
NSF5_i29.H.2,20.6,1.18,54.0,45.9,0.2,4.1,2.923498192,6.0,84.1,6.5,6.5,2.8,7.9,71.5,0.21,43.63181323,42.162143,13.7518869,60.22406276,,2607.431,41.44096755,20.37684007,47.32586766,44.41354153
NSF5_i29.H.3,20.95920342,,,,,,3.034844367,,,,,,,81.0,0.31,54.06382506,45.662143,14.0600846,63.60792043,,2811.282,38.69069395,18.02691856,45.39427771,39.59791252
NSF5_i29.L.1,18.9716703,0.24,19.1,80.7,0.2,1.9,3.792446736,1.5,78.5,14.2,4.7,2.6,11.4,92.0,0.36,72.9584974,51.5614411,15.331885999999999,71.94904909,,2410.286,50.0247849,40.30358692,51.78385132,49.63055426
NSF5_i29.L.2,17.85985966,0.24,19.1,80.7,0.2,1.9,4.03778919,1.5,78.5,14.2,4.7,2.6,11.4,26.66,0.32,32.79430424,50.897569299999994,17.017232,72.11434827,,2479.505,55.16530629,64.86307526,55.62073079,59.53553433
NSF5_i29.L.3,18.75344626,,,,,,3.832858336,,,,,,,91.67,0.35,49.60986035,51.8629417,15.8578021,71.87930282,,2374.371,49.60921837,41.70628413,52.27991146,50.23773124
NSF5_i29.M.1,20.1696849,0.12,11.0,88.8,0.2,1.4,3.112362352,0.9,76.9,16.3,4.4,2.4,14.2,93.33,0.29,75.54521567,45.05532120000001,13.824520300000001,62.77536792,,2303.8089999999997,49.52378411,31.49476369,50.15922514,49.25957539
NSF5_i29.M.2,21.54802489,0.12,11.0,88.8,0.2,1.4,3.135436595,0.9,76.9,16.3,4.4,2.4,14.2,91.75,0.29,60.56348574,46.938092100000006,16.2868055,67.5624658,,2565.054,41.68959394,26.70136879,45.77454907,42.86598744
NSF5_i29.M.3,21.08204703,,,,,,3.310198546,,,,,,,84.33,0.36,63.25675349,51.2865466,14.0194826,69.78576141,,2451.038,46.57556725,31.91059276,44.0355249,46.71427746
NSF6_WT_CK.1,21.3957711,,,,,,3.306137436,,,,,,,120.33333329999999,0.26,126.1786222,49.81379207,16.50360726,70.73735981,,,22.37733675,7.990980271000001,52.47402158,64.99064012
NSF6_WT_CK.2,21.258503,,,,,,3.2856515510000004,,,,,,,115.66666670000001,0.25,121.16572620000001,49.36422987,16.14583174,69.84803335,,,21.981301100000003,8.719897635,52.0666484,62.87071588
NSF6_WT_CK.3,21.002654500000002,,,,,,3.3439182769999998,,,,,,,121.33333329999999,0.196666667,110.7781115,49.85286671,16.08628345,70.23116025,,,22.36461158,8.863451924,53.27757811,64.596027
NSF6_a12.04.1,20.293638199999997,,,,,,3.29103944,,,,,,,51.66666667,0.011666667,13.27631241,48.14875195,15.18157467,66.7871637,,,36.85889931,14.60981517,58.16557827,67.39814691
NSF6_a12.04.2,20.3510314,,,,,,3.2477989289999996,,,,,,,93.66666667,0.081666667,16.83734876,47.11512413,15.57133124,66.09605798,,,30.39724561,13.26476181,54.27216945,62.77754835
NSF6_a12.07.1,19.0544098,,,,,,3.653230335,,,,,,,98.0,0.313333333,91.48726226,51.69848458,13.71438194,69.6101479,,,37.93418735,17.59320989,60.60932008,68.80660054
NSF6_a12.07.2,18.5000564,,,,,,3.693543122,,,,,,,98.66666667,0.291666667,89.19231518,50.1465982,14.222772299999999,68.33075607,,,51.64138931,25.16597978,65.71572386,78.70336224
NSF6_a12.07.3,19.1217388,,,,,,3.601995886,,,,,,,89.33333333,0.318333333,74.20264257,50.70980257,13.687612699999997,68.8764245,,,48.01576572,21.15927783,63.42521242,75.81234382
NSF6_a12.10.1,17.9194143,,,,,,3.9358675460000003,,,,,,,17.5,0.24,34.67483191,51.17784954,15.31686124,70.52844119,,,28.07151947,15.17739152,63.04387599,70.39954092
NSF6_a12.10.2,17.0083469,,,,,,4.092005306,,,,,,,,,,52.21522474,13.31931181,69.59824576,,,57.28578235,15.55185455,63.05019305,75.91383208
NSF6_a12.10.3,17.3545048,,,,,,4.074965975,,,,,,,,,,53.12579755,13.51781868,70.71901657,,,53.32230537,19.89152291,66.0310087,75.99229019
NSF6_a13.04.1,,,,,,,,,,,,,,136.0,0.358333333,127.89093729999999,,,,,,,,,
NSF6_a13.04.2,,,,,,,,,,,,,,93.0,0.26,84.58031359,,,,,,,,,
NSF6_a13.04.3,,,,,,,,,,,,,,97.0,0.263333333,72.89489028,,,,,,,,,
NSF6_a13.06.1,,,,,,,,,,,,,,,,,,,,,,,,,
NSF6_a13.06.2,,,,,,,,,,,,,,,,,,,,,,,,,
NSF6_a13.20.1,,,,,,,,,,,,,,111.66666670000001,0.315,88.86560965,,,,,,,,,
NSF6_a13.20.2,,,,,,,,,,,,,,92.33333333,0.263333333,59.80948271,,,,,,,,,
NSF6_a13.20.3,,,,,,,,,,,,,,86.33333333,0.21,59.72330935,,,,,,,,,
NSF6_i15.01.1,10.6247623,,,,,,7.1553076220000005,,,,,,,,,,56.43348064,15.63476928,76.02344267,,,87.20390705,54.17412851,74.2424524,99.63882245
NSF6_i15.02.1,13.5129886,,,,,,5.594047763,,,,,,,,,,55.09918253,16.34688353,75.59230364,,,60.60670679,31.14844485,68.40446313,89.73270028
NSF6_i15.02.2,14.257477300000001,,,,,,5.171000838,,,,,,,,,,55.1235176,14.44861923,73.72542707,,,57.83883429,24.16770728,64.08009056,86.21031397
NSF6_i15.03.1,19.1563347,,,,,,3.719736633,,,,,,,,,,52.58481186,14.93726035,71.25651993,,,38.21959096,9.343748231000001,59.30191418,63.87115023
NSF6_i15.03.2,18.9552366,,,,,,3.8585428410000002,,,,,,,,,,54.17384235,14.82908664,73.13959248,,,39.46646402,11.71751196,54.53868273,68.48365142
NSF6_i15.03.3,19.056399,,,,,,3.7789102139999997,,,,,,,,,,54.54930968,13.76771229,72.01242082,,,47.82608644,9.536079578999999,56.59503334,63.90676836
NSF6_i21.03.1,18.0382345,,,,,,3.984705095,,,,,,,120.0,0.2625,51.43173124,52.8310207,15.05332137,71.87704492,,,30.54436539,9.425162497999999,55.86963797,67.61497847
NSF6_i21.03.2,17.978125,,,,,,3.9043541630000003,,,,,,,80.5,0.305,38.78168627,51.20267562,15.11981796,70.19296719,,,37.64510305,11.86588361,54.08428303,65.02260827
NSF6_i21.03.3,17.8919378,,,,,,3.8743521660000004,,,,,,,30.0,0.22,31.38293982,50.52809305,14.72831538,69.31966797,,,32.686569,11.14044585,58.550003000000004,68.76414401
NSF6_i21.06.1,18.7623577,,,,,,3.699408692,,,,,,,113.0,0.281666667,107.25838130000001,49.73535767,15.62228984,69.40962915,,,23.3938199,7.877206305,53.61417159,63.979097200000005
NSF6_i21.06.2,18.8937658,,,,,,3.6356850410000003,,,,,,,134.0,0.246666667,128.8381806,49.21904002,15.29419622,68.69178169,,,22.787319699999998,10.4627924,68.00803102,71.59970909
NSF6_i21.06.3,18.487866699999998,,,,,,3.8035373519999998,,,,,,,82.0,0.21833333300000002,81.61367343,51.279416299999994,15.51404698,70.31929155,,,26.95077479,8.679231161,55.46162974,65.58765749999999
NSF6_i21.08.1,17.9550645,,,,,,3.8264972719999997,,,,,,,,,,50.86924649,14.36849244,68.70500532,,,37.28559259,10.32884978,58.84282167,62.46305961
NSF6_i21.08.2,17.5829342,,,,,,3.887267045,,,,,,,,,,51.01851406,13.81862227,68.34956067,,,42.41989481,12.50486457,63.68217616,67.73685407
NSF6_i24.01.1,19.5424205,,,,,,3.6323597110000003,,,,,,,87.33333333,0.263333333,53.19504012,52.85201048,14.15722066,70.98510087,,,30.91992121,10.20398025,58.27176623,67.50618805
NSF6_i24.01.2,19.691301100000004,,,,,,3.682843195,,,,,,,76.66666667,0.12166666699999999,40.42456208,53.41173338,15.02185497,72.51997427,,,31.79376314,8.608124649,51.92903927,68.38036996
NSF6_i24.01.3,20.145247100000002,,,,,,3.48137554,,,,,,,94.0,0.2375,60.265227100000004,51.16970605,14.76120646,70.13317049999999,,,27.92277131,9.457221564,58.82464904,66.89629354
NSF6_i24.05.1,16.620576999999997,,,,,,4.495021006,,,,,,,78.33333333,0.196666667,48.18601129,54.02267009,16.29682109,74.70984275,,,53.13861746,17.73536069,65.2107716,79.51121222
NSF6_i24.05.2,16.4545228,,,,,,4.465066935,,,,,,,71.0,0.15666666699999998,32.92847135,53.18822378,15.85961562,73.47054568,,,41.65226516,17.05400727,64.45449305,86.463634
NSF6_i24.05.3,16.553295499999997,,,,,,4.412831879,,,,,,,74.33333333,0.198333333,34.72523731,53.18839994,15.91911497,73.04691009,,,45.49507041,20.10036365,70.36214671,93.82808043
NSF6_i24.06.1,15.8400699,,,,,,4.657736265,,,,,,,77.0,0.173333333,50.55124531,54.0260223,15.33086784,73.77886802,,,54.810624100000005,21.67131069,69.66531756,86.79352103
NSF6_i24.06.2,15.788840900000002,,,,,,4.6966280739999995,,,,,,,85.0,0.34,66.36246326,53.94655723,16.35961216,74.15431342,,,35.5622323,19.04935136,67.25155758,80.49518458
NSF6_i24.06.3,15.653307199999999,,,,,,4.642337673,,,,,,,110.0,0.12,29.347875,52.47464551,15.77966236,72.66793772,,,43.57094703,17.68669022,66.93480186,81.03025088
NSF6_i24.12.1,16.8665904,,,,,,4.2459610660000005,,,,,,,54.0,0.15,23.92525537,51.58348515,15.90149444,71.61488616,,,44.27870652,18.66554122,66.01589618,83.89840369
NSF6_i24.12.2,16.9943012,,,,,,4.273421433,,,,,,,63.0,0.1675,28.23037245,52.16690606,15.96886088,72.62381099,,,44.40976425,17.36755064,68.66863056,80.32695692
NSF6_i24.12.3,17.5153897,,,,,,4.1656773739999995,,,,,,,59.0,0.0925,18.59943974,53.10958343,15.79067146,72.96346257,,,45.4842581,17.58823244,66.88736327,79.40004346
NSF6_i30.01.1,16.384526,,,,,,4.388457549,,,,,,,64.66666667,0.15,45.16922866,51.12565553,16.97971107,71.90279681,,,59.46779496,47.3747755,74.75190216,91.77541324
NSF6_i30.01.2,18.3315601,,,,,,3.804802308,,,,,,,54.5,0.1625,41.82332228,49.3527593,16.38406386,69.74796218,,,55.89879956,39.36202921,72.07256595,87.2939713
NSF6_i30.01.3,17.3514667,,,,,,4.040583573999999,,,,,,,104.5,0.12,27.29920316,49.80508485,17.01377823,70.11005134,,,52.644624699999994,39.104776799999996,69.87720251,86.517526
NSF6_i30.04.1,15.615407300000001,,,,,,4.628675925,,,,,,,78.33333333,0.238333333,55.696638,51.89827519,16.85665944,72.27865982,,,52.94723167,39.79258183,70.72450841,85.32770122
NSF6_i30.04.2,17.313516,,,,,,4.0870650180000005,,,,,,,89.5,0.2825,63.81993797,51.98723202,14.83218913,70.76146559,,,33.53477253,16.6482505,57.71205513,70.77175129999999
NSF6_i30.04.3,17.4730766,,,,,,4.061332369,,,,,,,85.5,0.315,64.47381998,50.28268685,17.32847672,70.96397159,,,49.99156087,35.96565412,71.03856663,85.1263515
NSF6_i30.15.1,17.7103016,,,,,,3.852401443,,,,,,,33.33333333,0.061666667,13.00622451,51.23746775,12.77734402,68.22719144,,,38.97460369,10.220433900000002,69.19331020000001,71.00145371
NSF6_i30.15.2,18.0196774,,,,,,3.990352128,,,,,,,39.0,0.0625,12.54561647,54.64434568,12.70937046,71.90485806,,,41.25019656,10.28296409,64.60430546,70.98227271
NSF6_i30.15.3,18.2517396,,,,,,3.916826939,,,,,,,34.0,0.1,14.64223687,54.58266137,12.82784409,71.48890535,,,47.56363898,9.670370106,64.49227487,64.74431668
